id,creationDate,lastUpdateDate,createdBy,lastUpdatedBy,name
193,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Saint Vincent Grenadines
194,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Samoa
195,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,San Marino
196,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Sao Tome and Principe
197,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Saudi Arabia
198,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Senegal
199,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Serbia
200,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Seychelles
201,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Sierra Leone
202,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Singapore
203,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Slovakia (Slovak Republic)
204,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Slovenia
205,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Solomon Islands
206,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Somalia
207,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,South Africa
208,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,South Georgia and the South Sandwich Islands
209,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Spain
210,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Sri Lanka
211,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Sudan
212,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Suriname
213,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Svalbard and Jan Mayen Islands
214,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Swaziland
215,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Sweden
216,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Switzerland
217,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Syrian Arab Republic
218,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Taiwan
219,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Tajikistan
220,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Tanzania
221,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Thailand
222,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Togo
223,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Tokelau
224,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Tonga
225,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Trinidad and Tobago
226,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Tunisia
227,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Turkey
228,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Turkmenistan
229,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Turks and Caicos Islands
230,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Tuvalu
231,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Uganda
232,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Ukraine
233,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,United Arab Emirates
234,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,United Kingdom
235,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,United States
236,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,United States Minor Outlying Islands
237,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Uruguay
238,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,US Armed Forces
239,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Uzbekistan
240,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Vanuatu
241,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Vatican City State (Holy See)
242,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Venezuela
243,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Vietnam
244,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Virgin Islands (British)
245,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Virgin Islands (US)
246,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Wallis and Futuna Islands
247,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Western Sahara
248,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Yemen
249,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Zambia
250,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Zimbabwe
